"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
6,402936226E1;-7,753915787E-1;1,472004414E0;3,320067644E0;3,713607176E0
6,403172480E1;-4,086875916E-1;1,361571312E0;3,553564787E0;3,827365240E0
6,403408972E1;-7,373809814E-2;1,278621197E0;3,793565035E0;4,003928714E0
6,403645241E1;3,312621117E-1;1,182621479E0;4,039565086E0;4,222133849E0
6,403881733E1;6,509556770E-1;1,136142731E0;4,266758919E0;4,463159785E0
6,404118096E1;9,530148506E-1;1,093337536E0;4,448072433E0;4,678565234E0
6,404354472E1;1,299964905E0;1,012337685E0;4,679972649E0;4,961540117E0
6,404590847E1;1,628015041E0;9,763374329E-1;4,924022675E0;5,277278376E0
6,404827240E1;1,845283985E0;9,971742630E-1;5,250516891E0;5,653968263E0
6,405063517E1;2,101830959E0;1,050689697E0;5,530938625E0;6,009402990E0
6,405300009E1;2,327709675E0;1,094636440E0;5,730680466E0;6,281493442E0
6,405536266E1;2,485524178E0;1,199399471E0;6,019546509E0;6,622033653E0
6,405772759E1;2,597056866E0;1,296329975E0;6,241781235E0;6,883676979E0
6,406009028E1;2,717809200E0;1,417149067E0;6,489083290E0;7,176559083E0
6,406245520E1;2,772885323E0;1,508158684E0;6,669627190E0;7,378845606E0
6,406481774E1;2,768440723E0;1,648615360E0;6,858583450E0;7,577754522E0
6,406718292E1;2,791615009E0;1,869279385E0;6,981368065E0;7,747697712E0
6,406954546E1;2,789521694E0;2,065236568E0;7,015868187E0;7,827454234E0
6,407191038E1;2,790379524E0;2,272055149E0;6,998929024E0;7,869781444E0
6,407427284E1;2,837471008E0;2,443182468E0;6,940225601E0;7,885880654E0
6,407663799E1;2,861113548E0;2,627664566E0;6,760446548E0;7,797065431E0
6,407900053E1;2,836539745E0;2,802298546E0;6,491667747E0;7,618437176E0
6,408136546E1;2,839072704E0;3,006425858E0;6,274773598E0;7,514766394E0
6,408372815E1;2,911069870E0;3,139804840E0;5,974851608E0;7,350615890E0
6,408609307E1;2,898921967E0;3,331639290E0;5,703182220E0;7,213172420E0
6,408845561E1;2,948473930E0;3,507194519E0;5,449568748E0;7,119811195E0
6,409082080E1;3,045493603E0;3,644338131E0;5,161681175E0;7,014213017E0
6,409318334E1;3,101433754E0;3,854640007E0;4,869103432E0;6,941563883E0
6,409554826E1;3,151294708E0;4,020508766E0;4,597730637E0;6,872719701E0
6,409791095E1;3,132659435E0;4,197525978E0;4,331852436E0;6,796890833E0
6,410027587E1;3,129254818E0;4,334673405E0;4,109162331E0;6,742910670E0
6,410263844E1;3,147562504E0;4,473595619E0;3,847590208E0;6,687612271E0
6,410500336E1;3,184091568E0;4,660098553E0;3,680516243E0;6,738038101E0
6,410736613E1;3,181456566E0;4,793476105E0;3,507160902E0;6,737897049E0
6,410973098E1;3,236830711E0;4,931684494E0;3,314790249E0;6,766566293E0
6,411209352E1;3,184504986E0;5,093863010E0;3,097613573E0;6,758973459E0
6,411445869E1;3,136098385E0;5,268943787E0;2,951773405E0;6,805133940E0
6,411682123E1;3,061181545E0;5,428275585E0;2,788054228E0;6,827170326E0
6,411918615E1;2,911777020E0;5,642280579E0;2,669777155E0;6,887777987E0
6,412154885E1;2,727662086E0;5,932674408E0;2,551475525E0;7,010477405E0
6,412391377E1;2,538259506E0;6,060561657E0;2,465219259E0;7,017868260E0
6,412627633E1;2,362820625E0;6,280796528E0;2,343088627E0;7,107840083E0
6,412864125E1;2,091267109E0;6,459525585E0;2,221596479E0;7,143833692E0
6,413100402E1;1,837007523E0;6,690486908E0;2,104623079E0;7,250286202E0
6,413336894E1;1,606341839E0;6,798074245E0;1,907008410E0;7,240913521E0
6,413573164E1;1,356453419E0;6,848868370E0;1,793337822E0;7,208538296E0
6,413809634E1;1,100252628E0;6,821704865E0;1,625461817E0;7,098474429E0
6,414045911E1;8,392524719E-1;6,684755325E0;1,431361914E0;6,887604475E0
6,414282403E1;5,498876572E-1;6,489329338E0;1,156243563E0;6,614428990E0
6,414518673E1;3,054275513E-1;6,069231987E0;9,072678089E-1;6,144265438E0
6,414755172E1;7,159900665E-2;5,643855095E0;6,527936459E-1;5,681933324E0
6,414991441E1;-8,186244965E-2;5,146272182E0;3,882851601E-1;5,161548624E0
6,415227910E1;-1,496272087E-1;4,660315037E0;1,442170143E-1;4,664946204E0
6,415464188E1;-1,761665344E-1;4,130170345E0;-5,384445190E-2;4,134276352E0
6,415700680E1;-1,961975098E-1;3,634408951E0;-2,250390053E-1;3,646651127E0
6,415936949E1;-1,703853607E-1;3,102498055E0;-3,698182106E-1;3,129103843E0
6,416173440E1;-1,476321220E-1;2,533252716E0;-4,955532551E-1;2,585485950E0
6,416409694E1;-1,126661301E-1;1,999293804E0;-6,073749065E-1;2,092551947E0
6,416646186E1;-1,105971336E-1;1,551175117E0;-6,545741558E-1;1,687259108E0
6,416882456E1;-1,528787613E-1;1,166027546E0;-6,353044510E-1;1,336639031E0
6,417118956E1;-1,502494812E-1;8,431096077E-1;-6,412589550E-1;1,069869976E0
6,417355229E1;-1,762433052E-1;5,454845428E-1;-6,181972027E-1;8,430793975E-1
6,417591721E1;-1,845707893E-1;2,789316177E-1;-5,785074234E-1;6,682365319E-1
6,417827967E1;-2,054147720E-1;5,955696106E-3;-6,026704311E-1;6,367435492E-1
6,418064467E1;-2,401647568E-1;-2,274484634E-1;-5,984611511E-1;6,837891951E-1
6,418300737E1;-2,674765587E-1;-4,354238510E-1;-5,762166977E-1;7,701709694E-1
6,418537227E1;-3,200340271E-1;-5,927429199E-1;-5,378887653E-1;8,620268392E-1
6,418773481E1;-3,320326805E-1;-7,224969864E-1;-6,192300320E-1;1,007816168E0
6,419009974E1;-4,175009727E-1;-7,609300613E-1;-5,548739433E-1;1,030148879E0
6,419246243E1;-3,918414116E-1;-8,884582520E-1;-5,246443748E-1;1,103698092E0
6,419482743E1;-3,629531860E-1;-1,004195452E0;-5,748867989E-1;1,212698789E0
6,419719010E1;-3,177251816E-1;-1,089084864E0;-6,646118164E-1;1,314824702E0
6,419955502E1;-2,236051559E-1;-1,200223923E0;-7,895984650E-1;1,453960958E0
6,420191756E1;-1,137266159E-1;-1,379384279E0;-9,072655439E-1;1,654921599E0
6,420428248E1;-8,079624176E-2;-1,453846693E0;-9,919888973E-1;1,761885414E0
6,420664518E1;-5,068111420E-2;-1,509049654E0;-1,032937407E0;1,829414967E0
6,420901010E1;-2,791976929E-2;-1,605748177E0;-1,115858793E0;1,955593917E0
6,421137287E1;4,753971100E-2;-1,665721178E0;-1,173282862E0;2,038008769E0
6,421373756E1;1,365060806E-1;-1,758328915E0;-1,266568780E0;2,171301673E0
6,421610033E1;1,920914650E-1;-1,822523594E0;-1,341795564E0;2,271322680E0
6,421846517E1;2,327604294E-1;-1,891517639E0;-1,411235452E0;2,371413481E0
6,422082796E1;2,843437195E-1;-1,961214781E0;-1,411734939E0;2,433148229E0
6,422319288E1;3,550024033E-1;-2,024831057E0;-1,384611368E0;2,478531048E0
6,422555542E1;3,902959824E-1;-2,063282728E0;-1,398687482E0;2,523052366E0
6,422792034E1;4,953885078E-1;-2,160768986E0;-1,397016168E0;2,620302760E0
6,423028304E1;6,053185463E-1;-2,199776173E0;-1,346416950E0;2,649200701E0
6,423264797E1;7,019033432E-1;-2,283681631E0;-1,299227715E0;2,719533554E0
6,423501074E1;7,812705040E-1;-2,320840359E0;-1,249307275E0;2,749082072E0
6,423737566E1;8,546600342E-1;-2,362062693E0;-1,197499275E0;2,782766331E0
6,423973813E1;9,263143539E-1;-2,463153362E0;-1,173127770E0;2,881217023E0
6,424210312E1;1,028592110E0;-2,499657393E0;-1,184528708E0;2,951168763E0
6,424446578E1;1,146600246E0;-2,546113253E0;-1,162585020E0;3,024729533E0
6,424683071E1;1,276520729E0;-2,602869034E0;-1,141206622E0;3,115571365E0
6,424919325E1;1,344151497E0;-2,636519670E0;-1,099420547E0;3,157008831E0
6,425155816E1;1,428590298E0;-2,668264389E0;-1,067178011E0;3,209263778E0
6,425392086E1;1,509044170E0;-2,724048615E0;-1,025773525E0;3,278698902E0
6,425628578E1;1,590044498E0;-2,709048510E0;-1,018873572E0;3,302315656E0
6,425864832E1;1,613770485E0;-2,775689840E0;-1,046786785E0;3,377050761E0
6,426101347E1;1,670770645E0;-2,809589863E0;-1,022786856E0;3,425107691E0
6,426337601E1;1,726418018E0;-2,824725389E0;-1,043686867E0;3,471148942E0
6,426574092E1;1,746055126E0;-2,831761122E0;-9,836297035E-1;3,469165166E0
6,426810362E1;1,729538441E0;-2,872678518E0;-9,660319090E-1;3,489527581E0
6,427046854E1;1,738235950E0;-2,880720854E0;-9,090296030E-1;3,485161643E0
6,427283108E1;1,708833694E0;-2,820967913E0;-8,721462488E-1;3,411540948E0
6,427519600E1;1,826796055E0;-2,754535913E0;-9,339867830E-1;3,434673672E0
6,427755874E1;1,977846146E0;-2,699485779E0;-1,104086876E0;3,523933410E0
6,427992366E1;2,096330166E0;-2,675057650E0;-1,222374797E0;3,611749401E0
6,428228612E1;2,224708557E0;-2,666912556E0;-1,329669595E0;3,718840138E0
6,428465127E1;2,284396172E0;-2,646369696E0;-1,384621620E0;3,760174925E0
6,428701381E1;2,394773483E0;-2,605080366E0;-1,434549451E0;3,818287034E0
6,428937872E1;2,506915569E0;-2,547808886E0;-1,540252328E0;3,892085947E0
6,429174142E1;2,570052624E0;-2,523908854E0;-1,644938350E0;3,959937950E0
6,429410634E1;2,637886524E0;-2,518311977E0;-1,732601166E0;4,037604157E0
6,429646888E1;2,705127716E0;-2,477196932E0;-1,763261557E0;4,069804899E0
6,429883380E1;2,753745556E0;-2,434859753E0;-1,820825338E0;4,102080145E0
6,430119653E1;2,865944386E0;-2,357824326E0;-1,880566835E0;4,160469252E0
6,430356145E1;2,967020512E0;-2,321769476E0;-1,935362101E0;4,235498870E0
6,430592415E1;3,082414150E0;-2,333378553E0;-1,960484028E0;4,334677622E0
6,430828907E1;3,204453945E0;-2,306374073E0;-2,056243181E0;4,451519120E0
6,431065161E1;3,287590504E0;-2,270789385E0;-2,113516808E0;4,520142591E0
6,431301651E1;3,409597874E0;-2,236930370E0;-2,154231071E0;4,611933071E0
6,431537928E1;3,562517643E0;-2,239742041E0;-2,203977108E0;4,750314880E0
6,431774413E1;3,711139202E0;-2,292584896E0;-2,222664595E0;4,895787739E0
6,432010667E1;3,852150917E0;-2,265661716E0;-2,231485367E0;4,995179340E0
6,432247182E1;3,950255871E0;-2,282839537E0;-2,205224991E0;5,067434761E0
6,432483436E1;4,004895210E0;-2,223180294E0;-2,200572014E0;5,081754958E0
6,432719928E1;4,102822781E0;-2,108251810E0;-2,222459078E0;5,120273901E0
6,432956198E1;4,128559589E0;-2,044735193E0;-2,240164995E0;5,122917674E0
6,433192690E1;4,219418526E0;-2,022830725E0;-2,228004932E0;5,182600005E0
6,433428944E1;4,248310566E0;-1,994167805E0;-2,218748569E0;5,191116750E0
6,433665440E1;4,360360622E0;-1,963267803E0;-2,239748478E0;5,280496044E0
6,433901709E1;4,509358883E0;-1,993031740E0;-2,270177364E0;5,427724967E0
6,434138209E1;4,610308647E0;-1,970981598E0;-2,296127319E0;5,514699896E0
6,434374478E1;4,763308525E0;-1,990031719E0;-2,294177532E0;5,649122489E0
6,434610970E1;4,882757187E0;-2,028665781E0;-2,278077841E0;5,757294612E0
6,434847225E1;4,930456638E0;-1,950350523E0;-2,236678600E0;5,754650379E0
6,435083717E1;4,937356949E0;-1,861250401E0;-2,174728632E0;5,707117601E0
6,435319986E1;4,961356640E0;-1,787300348E0;-2,090728521E0;5,672798956E0
6,435556478E1;4,941985607E0;-1,766518116E0;-2,050069332E0;5,634411439E0
6,435792755E1;4,866839886E0;-1,716323137E0;-2,043344498E0;5,550419112E0
6,436029246E1;4,792753220E0;-1,687467098E0;-1,968246579E0;5,449038743E0
6,436265492E1;4,689117908E0;-1,708597183E0;-1,958029270E0;5,361064234E0
6,436501992E1;4,564932823E0;-1,679898977E0;-1,938862562E0;5,236397644E0
6,436738261E1;4,458653927E0;-1,660272598E0;-1,919252634E0;5,130266135E0
6,436974753E1;4,281501770E0;-1,564563990E0;-1,887152433E0;4,933605395E0
6,437211006E1;4,129323959E0;-1,523439646E0;-1,876643538E0;4,784764956E0
6,437447498E1;3,986065149E0;-1,475767851E0;-1,886487722E0;4,650316339E0
6,437683767E1;3,833626509E0;-1,420209408E0;-1,886833668E0;4,502646806E0
6,437920267E1;3,603364468E0;-1,348596573E0;-1,908569455E0;4,294832426E0
6,438156537E1;3,409293652E0;-1,262172699E0;-1,906908512E0;4,105199532E0
6,438393031E1;3,230180264E0;-1,226625443E0;-1,880516529E0;3,933829804E0
6,438629285E1;3,049103737E0;-1,174222469E0;-1,903407335E0;3,781374286E0
6,438865777E1;2,874054432E0;-1,100807667E0;-1,914756775E0;3,624673765E0
6,439102046E1;2,705823421E0;-1,072788239E0;-1,890234709E0;3,470640034E0
6,439338538E1;2,494818687E0;-1,001391888E0;-1,910314441E0;3,297909529E0
6,439574793E1;2,289325237E0;-9,032497406E-1;-1,908578992E0;3,114409078E0
6,439811285E1;2,119318962E0;-8,489375114E-1;-1,879202127E0;2,956959316E0
6,440047554E1;1,997241974E0;-7,757434845E-1;-1,850988388E0;2,831415100E0
6,440284047E1;1,844183922E0;-6,716856956E-1;-1,782356977E0;2,651220927E0
6,440520324E1;1,691396236E0;-6,080126762E-1;-1,671698809E0;2,454603339E0
6,440756814E1;1,608346939E0;-5,371327400E-1;-1,573715925E0;2,313411608E0
6,440993068E1;1,481570721E0;-4,850182533E-1;-1,484761477E0;2,152861154E0
6,441229561E1;1,366560459E0;-4,212245941E-1;-1,403377175E0;2,003593058E0
6,441465830E1;1,214649677E0;-2,800827026E-1;-1,331756234E0;1,824114806E0
6,441702322E1;1,075501442E0;-1,839361191E-1;-1,249596834E0;1,658923776E0
6,441938577E1;9,615507126E-1;-8,889198303E-2;-1,170903683E0;1,517727575E0
6,442175069E1;8,240227699E-1;-2,162170410E-2;-1,056822300E0;1,340281462E0
6,442411338E1;7,027559280E-1;1,205816269E-1;-9,916930199E-1;1,221417565E0
6,442647830E1;5,797610283E-1;1,983590126E-1;-9,304734468E-1;1,114113990E0
6,442884107E1;4,135980606E-1;3,473267555E-1;-8,480366468E-1;1,005418015E0
6,443120597E1;2,932777405E-1;4,974203110E-1;-7,163205147E-1;9,200836259E-1
6,443356851E1;1,293115616E-1;6,709928513E-1;-5,833442211E-1;8,984672318E-1
6,443593343E1;-6,463861465E-2;9,270429611E-1;-4,543440342E-1;1,034415441E0
6,443829612E1;-2,733564377E-1;1,181362152E0;-2,563726902E-1;1,239381795E0
6,444066104E1;-4,863724709E-1;1,526499271E0;-1,653268337E-1;1,610618256E0
6,444302361E1;-6,903100014E-1;1,846826077E0;-1,094079018E-1;1,974655551E0
6,444538876E1;-9,078202248E-1;2,133948803E0;-6,188035011E-2;2,319850045E0
6,444775122E1;-1,122366905E0;2,362260818E0;1,847290993E-2;2,615401478E0
6,445011614E1;-1,356476784E0;2,683028221E0;2,368092537E-2;3,006531305E0
6,445247892E1;-1,623600006E0;3,045661926E0;3,236198425E-2;3,451547602E0
6,445484384E1;-1,963554859E0;3,362414837E0;6,161832809E-2;3,894249355E0
6,445720638E1;-2,241313934E0;3,595870018E0;6,448841095E-2;4,237679565E0
6,445957130E1;-2,541907310E0;3,838654041E0;2,443528175E-2;4,604036784E0
6,446193400E1;-2,868697166E0;4,055187702E0;-6,861495972E-2;4,967763958E0
6,446429892E1;-3,196978092E0;4,236169338E0;-1,397180557E-1;5,308984905E0
6,446666149E1;-3,500928402E0;4,374908924E0;-2,835438251E-1;5,610412184E0
6,446902641E1;-3,793199062E0;4,489189625E0;-4,216477871E-1;5,892280498E0
6,447138918E1;-4,071856022E0;4,564146996E0;-5,800771713E-1;6,143935122E0
6,447375410E1;-4,330840588E0;4,594576359E0;-8,211400509E-1;6,367148741E0
6,447611680E1;-4,506262779E0;4,600487709E0;-1,096309781E0;6,532441085E0
6,447848168E1;-4,681115627E0;4,479952335E0;-1,426110983E0;6,634501411E0
6,448084422E1;-4,797021866E0;4,314661980E0;-1,719481707E0;6,677150898E0
6,448320914E1;-4,868454456E0;4,153976917E0;-1,986766577E0;6,701090542E0
6,448557184E1;-4,933140278E0;4,014646053E0;-2,358133793E0;6,783365752E0
6,448793684E1;-4,963983536E0;3,872911453E0;-2,699158907E0;6,850257986E0
6,449029932E1;-4,968683243E0;3,738412857E0;-3,042119980E0;6,922285593E0
6,449266424E1;-4,881049633E0;3,544661522E0;-3,308765411E0;6,880203440E0
6,449502702E1;-4,830556393E0;3,418262482E0;-3,639279366E0;6,947168327E0
6,449739194E1;-4,724937916E0;3,282844067E0;-3,979425430E0;6,995565040E0
6,449975463E1;-4,587213516E0;3,082104683E0;-4,296238899E0;6,999968986E0
6,450211958E1;-4,450355530E0;2,911714554E0;-4,555778503E0;7,002775432E0
6,450448212E1;-4,319818020E0;2,697062016E0;-4,789875031E0;6,991271276E0
6,450684704E1;-4,229731560E0;2,593723297E0;-4,969917297E0;7,022685210E0
6,450920973E1;-4,095387936E0;2,429524422E0;-4,999110222E0;6,904049121E0
6,451157473E1;-3,863518238E0;2,264205933E0;-5,003060818E0;6,714463436E0
6,451393743E1;-3,606098175E0;2,007696629E0;-4,896603584E0;6,404023459E0
6,451630235E1;-3,302599430E0;1,799159527E0;-4,634696960E0;5,968630824E0
6,451866489E1;-3,019861698E0;1,630035877E0;-4,215021610E0;5,435346246E0
6,452102981E1;-2,730971336E0;1,487599850E0;-3,724148512E0;4,851849121E0
6,452339251E1;-2,434569359E0;1,379466057E0;-3,209382772E0;4,257956358E0
6,452575736E1;-2,238772392E0;1,328737736E0;-2,675465107E0;3,733062996E0
6,452811990E1;-2,117036343E0;1,363323689E0;-2,117543459E0;3,290058458E0
6,453048482E1;-2,045108318E0;1,541615486E0;-1,548044920E0;2,992572374E0
6,453284759E1;-2,039196968E0;1,767004490E0;-1,045254230E0;2,893645719E0
6,453521251E1;-2,152360439E0;2,092013359E0;-5,193189383E-1;3,046123358E0
6,453757521E1;-2,280706882E0;2,525188446E0;4,705238342E-2;3,403000808E0
6,453994013E1;-2,414857388E0;2,901788712E0;5,500884056E-1;3,815037507E0
6,454230268E1;-2,580522537E0;3,341889381E0;1,124932766E0;4,369530287E0
6,454466760E1;-2,701249599E0;3,795979500E0;1,684631824E0;4,954209740E0
6,454703029E1;-2,765830517E0;4,176319599E0;1,996758461E0;5,392449183E0
6,454939520E1;-2,799608707E0;4,543377399E0;2,199201345E0;5,772051080E0
6,455175797E1;-2,904190540E0;4,974890709E0;2,591770887E0;6,316734646E0
6,455412289E1;-3,023879051E0;5,424095154E0;2,986132860E0;6,890692433E0
6,455648543E1;-3,086690903E0;5,914664745E0;3,330157280E0;7,456598909E0
6,455885035E1;-3,185324192E0;6,396939754E0;3,698587179E0;8,046531896E0
6,456121305E1;-3,176946163E0;6,749116898E0;4,100972176E0;8,512434353E0
6,456357798E1;-3,165605068E0;6,982447624E0;4,452407837E0;8,865639617E0
6,456594052E1;-3,097246170E0;7,170464993E0;4,808555126E0;9,172279131E0
6,456830567E1;-2,990995884E0;7,255177975E0;5,270109653E0;9,452921219E0
6,457066813E1;-2,888603687E0;7,285473824E0;5,724453926E0;9,705232241E0
6,457303305E1;-2,762367249E0;7,301993847E0;6,149641991E0;9,938203236E0
6,457539582E1;-2,654972553E0;7,226171017E0;6,560631275E0;1,011475702E1
6,457776074E1;-2,490650654E0;7,093635559E0;6,988684654E0;1,026473182E1
6,458012328E1;-2,299296379E0;6,849965572E0;7,328131676E0;1,029127330E1
6,458248820E1;-2,051029205E0;6,629396915E0;7,671984196E0;1,034480380E1
6,458485092E1;-1,819304466E0;6,435686588E0;7,885072708E0;1,033935695E1
6,458721584E1;-1,628104687E0;6,205221176E0;8,118778229E0;1,034746610E1
6,458957838E1;-1,320961475E0;6,002612591E0;8,181817055E0;1,023320221E1
6,459194330E1;-9,869670868E-1;5,789022923E0;8,224138260E0;1,010560936E1
6,459430607E1;-6,444306374E-1;5,500837326E0;8,149003029E0;9,852956536E0
6,459667092E1;-1,984806061E-1;5,188837051E0;8,080003738E0;9,604680365E0
6,459903346E1;3,001303673E-1;4,783869743E0;7,902398586E0;9,242477556E0
6,460139861E1;8,442854881E-1;4,377796650E0;7,660297394E0;8,863299479E0
6,460376115E1;1,344525814E0;3,926883698E0;7,335126877E0;8,428063333E0
6,460612607E1;1,875505924E0;3,424176216E0;7,021897793E0;8,034273697E0
6,460848878E1;2,371355534E0;2,898554325E0;6,644865990E0;7,627528319E0
6,461085370E1;2,863684177E0;2,342586517E0;6,221234322E0;7,238242545E0
6,461321624E1;3,228657722E0;1,714637280E0;5,794873238E0;6,851625174E0
6,461558116E1;3,546242237E0;1,132295132E0;5,398835182E0;6,557846262E0
6,461794393E1;3,926331282E0;6,173439026E-1;4,936425209E0;6,337624529E0
6,462030890E1;4,164942265E0;7,095718384E-2;4,455060482E0;6,099126404E0
6,462267136E1;4,340539932E0;-4,307622910E-1;4,085965157E0;5,976700956E0
6,462503651E1;4,540303230E0;-8,822007179E-1;3,746755838E0;5,952378587E0
6,462739906E1;4,642216682E0;-1,292206287E0;3,448544979E0;5,925574680E0
6,462976398E1;4,744547844E0;-1,756459713E0;3,133809566E0;5,951188736E0
6,463212666E1;4,871447563E0;-2,115559816E0;2,798709869E0;6,003280073E0
6,463449159E1;4,869497776E0;-2,434459925E0;2,602809906E0;6,034337008E0
6,463685413E1;4,914497852E0;-2,764459848E0;2,363709927E0;6,114053648E0
6,463921905E1;4,919447899E0;-3,061460018E0;2,142759800E0;6,177776674E0
6,464158182E1;4,917497635E0;-3,356509924E0;1,975809574E0;6,273098543E0
6,464394673E1;4,886447906E0;-3,609560013E0;1,879809856E0;6,359243801E0
6,464630942E1;4,831547737E0;-3,839509964E0;1,771809578E0;6,420669707E0
6,464867434E1;4,771435738E0;-4,024129391E0;1,730217695E0;6,477180685E0
6,465103689E1;4,661224365E0;-4,152764320E0;1,701894999E0;6,470619033E0
6,465340179E1;4,477197647E0;-4,287208557E0;1,717173576E0;6,432273399E0
6,465576448E1;4,282942772E0;-4,425730228E0;1,707822323E0;6,391192684E0
6,465812940E1;4,110263824E0;-4,531131268E0;1,718739986E0;6,354485535E0
6,466049925E1;3,906263590E0;-4,620231152E0;1,711689949E0;6,287711317E0
6,466285687E1;3,693275928E0;-4,681358814E0;1,681150675E0;6,195294587E0
6,466521961E1;3,429524899E0;-4,734784126E0;1,693046808E0;6,086561365E0
6,466758461E1;3,216708660E0;-4,824676037E0;1,677250147E0;6,036379836E0
6,466994731E1;2,989640713E0;-4,821321011E0;1,657532692E0;5,910203254E0
6,467231223E1;2,723948479E0;-4,845641613E0;1,686334848E0;5,808946822E0
6,467467477E1;2,476812363E0;-4,850583076E0;1,754254103E0;5,721902054E0
6,467703971E1;2,216752052E0;-4,823708534E0;1,825555563E0;5,613805020E0
6,467940240E1;1,955059528E0;-4,694431305E0;1,947110653E0;5,445289977E0
6,468176740E1;1,666009426E0;-4,627381325E0;2,024060726E0;5,318370724E0
6,468413009E1;1,370969772E0;-4,550837517E0;2,124687910E0;5,206148186E0
6,468649501E1;1,109739780E0;-4,402544975E0;2,243163347E0;5,064159006E0
6,468885752E1;8,194465637E-1;-4,272258759E0;2,339963675E0;4,939546292E0
6,469122244E1;5,407605171E-1;-4,114893436E0;2,468085051E0;4,828686545E0
6,469358514E1;1,858658791E-1;-3,905691624E0;2,577733517E0;4,683341037E0
6,469595006E1;-4,050159454E-2;-3,592915535E0;2,705490351E0;4,497817299E0
6,469831283E1;-3,475265503E-1;-3,355493069E0;2,814238787E0;4,393182034E0
6,470067751E1;-6,767549515E-1;-3,107147455E0;2,906990290E0;4,308474802E0
6,470304021E1;-8,683423996E-1;-2,816226006E0;2,900425673E0;4,134926422E0
6,470540521E1;-1,016129017E0;-2,644900560E0;2,897821903E0;4,052824809E0
6,470776790E1;-1,091592312E0;-2,400131226E0;2,846977234E0;3,880397279E0
6,471013282E1;-1,174224377E0;-2,081455946E0;2,758749723E0;3,649926270E0
6,471249541E1;-1,268278122E0;-1,698683977E0;2,646445274E0;3,390830170E0
6,471486033E1;-1,302328110E0;-1,346784115E0;2,500494957E0;3,124477714E0
6,471722303E1;-1,323328972E0;-9,837841988E-1;2,282545090E0;2,815855643E0
6,471958795E1;-1,311455727E0;-5,890984535E-1;1,987108231E0;2,452662274E0
6,472195049E1;-1,207648277E0;-2,622051239E-1;1,664176702E0;2,072836218E0
6,472431562E1;-1,119904041E0;7,097768784E-2;1,314419508E0;1,728271257E0
6,472667816E1;-1,014912605E0;3,863272667E-1;9,770681858E-1;1,460807514E0
6,472904301E1;-9,144411087E-1;6,715040207E-1;7,605042458E-1;1,365828283E0
6,473140578E1;-7,871861458E-1;9,958081245E-1;6,384208202E-1;1,420871913E0
6,473377070E1;-6,758966446E-1;1,336473942E0;4,413139820E-1;1,561331772E0
6,473613325E1;-5,078096390E-1;1,561145782E0;2,400805950E-1;1,659121899E0
6,473849817E1;-2,718472481E-1;1,747102261E0;1,171681881E-1;1,772003279E0
6,474086086E1;-5,648136139E-2;1,990396976E0;-4,308462143E-3;1,991202860E0
6,474322578E1;2,205619812E-1;2,063833714E0;-1,362454891E-1;2,080052888E0
6,474558832E1;4,887247086E-1;2,205770969E0;-2,581110001E-1;2,273961015E0
6,474795325E1;7,842116356E-1;2,237313747E0;-4,221584797E-1;2,408065297E0
6,475031602E1;1,169775009E0;2,186089039E0;-6,050865650E-1;2,552153720E0
6,475268094E1;1,555242538E0;2,062926292E0;-7,294318676E-1;2,684495314E0
6,475504364E1;1,949196339E0;1,982149124E0;-9,127180576E-1;2,925976037E0
6,475740856E1;2,331908703E0;1,878818512E0;-1,079779625E0;3,183344348E0
6,475977112E1;2,734088421E0;1,753978729E0;-1,255922675E0;3,482674639E0
6,476213604E1;2,994096756E0;1,738700390E0;-1,315029860E0;3,703646576E0
6,476449874E1;3,365667343E0;1,639194012E0;-1,307421207E0;3,965352933E0
6,476686373E1;3,729596376E0;1,466111183E0;-1,465059280E0;4,266821982E0
6,476922643E1;4,098892212E0;1,243823528E0;-1,579128623E0;4,565266864E0
6,477159110E1;4,368411064E0;1,105751514E0;-1,675049543E0;4,807441379E0
6,477395388E1;4,629363060E0;1,011555672E0;-1,696322203E0;5,033066285E0
6,477631880E1;4,857638836E0;8,409557343E-1;-1,723904729E0;5,222615161E0
6,477868149E1;5,103566647E0;6,799631119E-1;-1,787434220E0;5,450106737E0
6,478104641E1;5,360355377E0;5,011444092E-1;-1,760197520E0;5,664172561E0
6,478340896E1;5,532173157E0;3,615636826E-1;-1,783959866E0;5,823931742E0
6,478577388E1;5,622637749E0;2,876229286E-1;-1,792523146E0;5,908461850E0
6,478813658E1;5,714723587E0;1,472520828E-1;-1,718484163E0;5,969333017E0
6,479050158E1;5,773870468E0;3,999471664E-2;-1,653340340E0;6,006056447E0
6,479286427E1;5,836297035E0;-6,299114227E-2;-1,558816671E0;6,041211831E0
6,479522919E1;5,932297230E0;-1,610908508E-1;-1,441816688E0;6,107121748E0
6,479759173E1;6,002687931E0;-2,813634872E-1;-1,355506301E0;6,160261775E0
6,479995665E1;6,083181381E0;-4,460477829E-1;-1,311672211E0;6,238953304E0
6,480231935E1;6,151569366E0;-5,808973312E-1;-1,209832668E0;6,296264167E0
6,480468427E1;6,220605850E0;-7,337079048E-1;-1,178083897E0;6,373550510E0
6,480704679E1;6,265117645E0;-9,022846222E-1;-1,142255068E0;6,431995281E0
6,480941172E1;6,291678905E0;-1,043793678E0;-1,131474257E0;6,477265062E0
